"DATE","TIME PERIOD","NEW CISS - Composite Indicator of Systemic Stress. (CISS.D.US.Z0Z.4F.EC.SS_CIN.IDX)"
"1982-05-04","04 May 1982","0.2887"
"1982-05-05","05 May 1982","0.3116"
"1982-05-06","06 May 1982","0.3389"
"1982-05-07","07 May 1982","0.3345"
"1982-05-10","10 May 1982","0.3044"
"1982-05-11","11 May 1982","0.3361"
"1982-05-12","12 May 1982","0.3592"
"1982-05-13","13 May 1982","0.3405"
"1982-05-14","14 May 1982","0.3646"
"1982-05-17","17 May 1982","0.3618"
"1982-05-18","18 May 1982","0.3644"
"1982-05-19","19 May 1982","0.3659"
"1982-05-20","20 May 1982","0.3846"
"1982-05-21","21 May 1982","0.3773"
"1982-05-24","24 May 1982","0.3668"
"1982-05-25","25 May 1982","0.3464"
"1982-05-26","26 May 1982","0.3222"
"1982-05-27","27 May 1982","0.3215"
"1982-05-28","28 May 1982","0.3463"
"1982-05-31","31 May 1982","0.3406"
"1982-06-01","01 Jun 1982","0.3481"
"1982-06-02","02 Jun 1982","0.3656"
"1982-06-03","03 Jun 1982","0.3567"
"1982-06-04","04 Jun 1982","0.3444"
"1982-06-07","07 Jun 1982","0.3727"
"1982-06-08","08 Jun 1982","0.3711"
"1982-06-09","09 Jun 1982","0.3719"
"1982-06-10","10 Jun 1982","0.3541"
"1982-06-11","11 Jun 1982","0.3403"
"1982-06-14","14 Jun 1982","0.4627"
"1982-06-15","15 Jun 1982","0.5120"
"1982-06-16","16 Jun 1982","0.5328"
"1982-06-17","17 Jun 1982","0.5600"
"1982-06-18","18 Jun 1982","0.5822"
"1982-06-21","21 Jun 1982","0.5888"
"1982-06-22","22 Jun 1982","0.5869"
"1982-06-23","23 Jun 1982","0.5916"
"1982-06-24","24 Jun 1982","0.6106"
"1982-06-25","25 Jun 1982","0.6214"
"1982-06-28","28 Jun 1982","0.6156"
"1982-06-29","29 Jun 1982","0.6046"
"1982-06-30","30 Jun 1982","0.6022"
"1982-07-01","01 Jul 1982","0.5943"
"1982-07-02","02 Jul 1982","0.5766"
"1982-07-05","05 Jul 1982","0.5523"
"1982-07-06","06 Jul 1982","0.5192"
"1982-07-07","07 Jul 1982","0.5035"
"1982-07-08","08 Jul 1982","0.5337"
"1982-07-09","09 Jul 1982","0.5220"
"1982-07-12","12 Jul 1982","0.5131"
"1982-07-13","13 Jul 1982","0.5246"
"1982-07-14","14 Jul 1982","0.5038"
"1982-07-15","15 Jul 1982","0.4984"
"1982-07-16","16 Jul 1982","0.5011"
"1982-07-19","19 Jul 1982","0.4878"
"1982-07-20","20 Jul 1982","0.4663"
"1982-07-21","21 Jul 1982","0.4489"
"1982-07-22","22 Jul 1982","0.4644"
"1982-07-23","23 Jul 1982","0.4696"
"1982-07-26","26 Jul 1982","0.4474"
"1982-07-27","27 Jul 1982","0.4510"
"1982-07-28","28 Jul 1982","0.4551"
"1982-07-29","29 Jul 1982","0.4867"
"1982-07-30","30 Jul 1982","0.5057"
"1982-08-02","02 Aug 1982","0.5408"
"1982-08-03","03 Aug 1982","0.5364"
"1982-08-04","04 Aug 1982","0.5698"
"1982-08-05","05 Aug 1982","0.5799"
"1982-08-06","06 Aug 1982","0.5643"
"1982-08-09","09 Aug 1982","0.6522"
"1982-08-10","10 Aug 1982","0.6370"
"1982-08-11","11 Aug 1982","0.6115"
"1982-08-12","12 Aug 1982","0.6080"
"1982-08-13","13 Aug 1982","0.6270"
"1982-08-16","16 Aug 1982","0.6145"
"1982-08-17","17 Aug 1982","0.6883"
"1982-08-18","18 Aug 1982","0.7053"
"1982-08-19","19 Aug 1982","0.7412"
"1982-08-20","20 Aug 1982","0.7623"
"1982-08-23","23 Aug 1982","0.7838"
"1982-08-24","24 Aug 1982","0.7955"
"1982-08-25","25 Aug 1982","0.7849"
"1982-08-26","26 Aug 1982","0.7828"
"1982-08-27","27 Aug 1982","0.7892"
"1982-08-30","30 Aug 1982","0.7842"
"1982-08-31","31 Aug 1982","0.7610"
"1982-09-01","01 Sep 1982","0.7523"
"1982-09-02","02 Sep 1982","0.7312"
"1982-09-03","03 Sep 1982","0.7091"
"1982-09-06","06 Sep 1982","0.6906"
"1982-09-07","07 Sep 1982","0.6628"
"1982-09-08","08 Sep 1982","0.6420"
"1982-09-09","09 Sep 1982","0.6178"
"1982-09-10","10 Sep 1982","0.6454"
"1982-09-13","13 Sep 1982","0.6483"
"1982-09-14","14 Sep 1982","0.6300"
"1982-09-15","15 Sep 1982","0.6051"
"1982-09-16","16 Sep 1982","0.5735"
"1982-09-17","17 Sep 1982","0.5520"
"1982-09-20","20 Sep 1982","0.5269"
"1982-09-21","21 Sep 1982","0.5500"
"1982-09-22","22 Sep 1982","0.5381"
"1982-09-23","23 Sep 1982","0.5160"
"1982-09-24","24 Sep 1982","0.5061"
"1982-09-27","27 Sep 1982","0.5008"
"1982-09-28","28 Sep 1982","0.4765"
"1982-09-29","29 Sep 1982","0.4760"
"1982-09-30","30 Sep 1982","0.4636"
"1982-10-01","01 Oct 1982","0.4491"
"1982-10-04","04 Oct 1982","0.4561"
"1982-10-05","05 Oct 1982","0.4285"
"1982-10-06","06 Oct 1982","0.4324"
"1982-10-07","07 Oct 1982","0.4285"
"1982-10-08","08 Oct 1982","0.4123"
"1982-10-11","11 Oct 1982","0.3904"
"1982-10-12","12 Oct 1982","0.4282"
"1982-10-13","13 Oct 1982","0.4562"
"1982-10-14","14 Oct 1982","0.4390"
"1982-10-15","15 Oct 1982","0.4305"
"1982-10-18","18 Oct 1982","0.4477"
"1982-10-19","19 Oct 1982","0.4456"
"1982-10-20","20 Oct 1982","0.4451"
"1982-10-21","21 Oct 1982","0.4356"
"1982-10-22","22 Oct 1982","0.4147"
"1982-10-25","25 Oct 1982","0.3788"
"1982-10-26","26 Oct 1982","0.3857"
"1982-10-27","27 Oct 1982","0.3707"
"1982-10-28","28 Oct 1982","0.3579"
"1982-10-29","29 Oct 1982","0.3491"
"1982-11-01","01 Nov 1982","0.3468"
"1982-11-02","02 Nov 1982","0.3489"
"1982-11-03","03 Nov 1982","0.3543"
"1982-11-04","04 Nov 1982","0.3425"
"1982-11-05","05 Nov 1982","0.3413"
"1982-11-08","08 Nov 1982","0.3007"
"1982-11-09","09 Nov 1982","0.3452"
"1982-11-10","10 Nov 1982","0.3308"
"1982-11-11","11 Nov 1982","0.3365"
"1982-11-12","12 Nov 1982","0.3143"
"1982-11-15","15 Nov 1982","0.3027"
"1982-11-16","16 Nov 1982","0.3135"
"1982-11-17","17 Nov 1982","0.2875"
"1982-11-18","18 Nov 1982","0.2980"
"1982-11-19","19 Nov 1982","0.2863"
"1982-11-22","22 Nov 1982","0.2847"
"1982-11-23","23 Nov 1982","0.3031"
"1982-11-24","24 Nov 1982","0.3140"
"1982-11-25","25 Nov 1982","0.3100"
"1982-11-26","26 Nov 1982","0.2900"
"1982-11-29","29 Nov 1982","0.3139"
"1982-11-30","30 Nov 1982","0.3471"
"1982-12-01","01 Dec 1982","0.3437"
"1982-12-02","02 Dec 1982","0.3374"
"1982-12-03","03 Dec 1982","0.3519"
"1982-12-06","06 Dec 1982","0.3864"
"1982-12-07","07 Dec 1982","0.3767"
"1982-12-08","08 Dec 1982","0.3544"
"1982-12-09","09 Dec 1982","0.3595"
"1982-12-10","10 Dec 1982","0.3456"
"1982-12-13","13 Dec 1982","0.3899"
"1982-12-14","14 Dec 1982","0.3995"
"1982-12-15","15 Dec 1982","0.4104"
"1982-12-16","16 Dec 1982","0.3992"
"1982-12-17","17 Dec 1982","0.4022"
"1982-12-20","20 Dec 1982","0.4045"
"1982-12-21","21 Dec 1982","0.4057"
"1982-12-22","22 Dec 1982","0.3697"
"1982-12-23","23 Dec 1982","0.3627"
"1982-12-24","24 Dec 1982","0.3345"
"1982-12-27","27 Dec 1982","0.3331"
"1982-12-28","28 Dec 1982","0.3022"
"1982-12-29","29 Dec 1982","0.2654"
"1982-12-30","30 Dec 1982","0.2405"
"1982-12-31","31 Dec 1982","0.2496"
"1983-01-03","03 Jan 1983","0.2645"
"1983-01-04","04 Jan 1983","0.2519"
"1983-01-05","05 Jan 1983","0.2409"
"1983-01-06","06 Jan 1983","0.2483"
"1983-01-07","07 Jan 1983","0.2316"
"1983-01-10","10 Jan 1983","0.2409"
"1983-01-11","11 Jan 1983","0.2210"
"1983-01-12","12 Jan 1983","0.2160"
"1983-01-13","13 Jan 1983","0.1941"
"1983-01-14","14 Jan 1983","0.1835"
"1983-01-17","17 Jan 1983","0.1653"
"1983-01-18","18 Jan 1983","0.1829"
"1983-01-19","19 Jan 1983","0.1748"
"1983-01-20","20 Jan 1983","0.1696"
"1983-01-21","21 Jan 1983","0.1585"
"1983-01-24","24 Jan 1983","0.2222"
"1983-01-25","25 Jan 1983","0.2676"
"1983-01-26","26 Jan 1983","0.2711"
"1983-01-27","27 Jan 1983","0.2728"
"1983-01-28","28 Jan 1983","0.2571"
"1983-01-31","31 Jan 1983","0.2596"
"1983-02-01","01 Feb 1983","0.2504"
"1983-02-02","02 Feb 1983","0.2365"
"1983-02-03","03 Feb 1983","0.2348"
"1983-02-04","04 Feb 1983","0.2451"
"1983-02-07","07 Feb 1983","0.2464"
"1983-02-08","08 Feb 1983","0.2454"
"1983-02-09","09 Feb 1983","0.2241"
"1983-02-10","10 Feb 1983","0.2336"
"1983-02-11","11 Feb 1983","0.2354"
"1983-02-14","14 Feb 1983","0.2302"
"1983-02-15","15 Feb 1983","0.2086"
"1983-02-16","16 Feb 1983","0.1927"
"1983-02-17","17 Feb 1983","0.1743"
"1983-02-18","18 Feb 1983","0.1673"
"1983-02-21","21 Feb 1983","0.1452"
"1983-02-22","22 Feb 1983","0.1375"
"1983-02-23","23 Feb 1983","0.1448"
"1983-02-24","24 Feb 1983","0.1735"
"1983-02-25","25 Feb 1983","0.1710"
"1983-02-28","28 Feb 1983","0.1651"
"1983-03-01","01 Mar 1983","0.1854"
"1983-03-02","02 Mar 1983","0.1741"
"1983-03-03","03 Mar 1983","0.1650"
"1983-03-04","04 Mar 1983","0.1467"
"1983-03-07","07 Mar 1983","0.1433"
"1983-03-08","08 Mar 1983","0.1452"
"1983-03-09","09 Mar 1983","0.1489"
"1983-03-10","10 Mar 1983","0.1401"
"1983-03-11","11 Mar 1983","0.1296"
"1983-03-14","14 Mar 1983","0.1200"
"1983-03-15","15 Mar 1983","0.1111"
"1983-03-16","16 Mar 1983","0.1044"
"1983-03-17","17 Mar 1983","0.0994"
"1983-03-18","18 Mar 1983","0.0859"
"1983-03-21","21 Mar 1983","0.0920"
"1983-03-22","22 Mar 1983","0.0838"
"1983-03-23","23 Mar 1983","0.0885"
"1983-03-24","24 Mar 1983","0.0888"
"1983-03-25","25 Mar 1983","0.0807"
"1983-03-28","28 Mar 1983","0.0782"
"1983-03-29","29 Mar 1983","0.0772"
"1983-03-30","30 Mar 1983","0.0767"
"1983-03-31","31 Mar 1983","0.0647"
"1983-04-01","01 Apr 1983","0.0596"
"1983-04-04","04 Apr 1983","0.0601"
"1983-04-05","05 Apr 1983","0.0446"
"1983-04-06","06 Apr 1983","0.0453"
"1983-04-07","07 Apr 1983","0.0486"
"1983-04-08","08 Apr 1983","0.0496"
"1983-04-11","11 Apr 1983","0.0396"
"1983-04-12","12 Apr 1983","0.0479"
"1983-04-13","13 Apr 1983","0.0498"
"1983-04-14","14 Apr 1983","0.0474"
"1983-04-15","15 Apr 1983","0.0521"
"1983-04-18","18 Apr 1983","0.0486"
"1983-04-19","19 Apr 1983","0.0435"
"1983-04-20","20 Apr 1983","0.0492"
"1983-04-21","21 Apr 1983","0.0464"
"1983-04-22","22 Apr 1983","0.0491"
"1983-04-25","25 Apr 1983","0.0422"
"1983-04-26","26 Apr 1983","0.0546"
"1983-04-27","27 Apr 1983","0.0560"
"1983-04-28","28 Apr 1983","0.0546"
"1983-04-29","29 Apr 1983","0.0523"
"1983-05-02","02 May 1983","0.0560"
"1983-05-03","03 May 1983","0.0567"
"1983-05-04","04 May 1983","0.0583"
"1983-05-05","05 May 1983","0.0605"
"1983-05-06","06 May 1983","0.0646"
"1983-05-09","09 May 1983","0.0521"
"1983-05-10","10 May 1983","0.0474"
"1983-05-11","11 May 1983","0.0391"
"1983-05-12","12 May 1983","0.0382"
"1983-05-13","13 May 1983","0.0342"
"1983-05-16","16 May 1983","0.0215"
"1983-05-17","17 May 1983","0.0233"
"1983-05-18","18 May 1983","0.0227"
"1983-05-19","19 May 1983","0.0171"
"1983-05-20","20 May 1983","0.0197"
"1983-05-23","23 May 1983","0.0206"
"1983-05-24","24 May 1983","0.0200"
"1983-05-25","25 May 1983","0.0213"
"1983-05-26","26 May 1983","0.0227"
"1983-05-27","27 May 1983","0.0172"
"1983-05-30","30 May 1983","0.0172"
"1983-05-31","31 May 1983","0.0140"
"1983-06-01","01 Jun 1983","0.0200"
"1983-06-02","02 Jun 1983","0.0223"
"1983-06-03","03 Jun 1983","0.0184"
"1983-06-06","06 Jun 1983","0.0218"
"1983-06-07","07 Jun 1983","0.0183"
"1983-06-08","08 Jun 1983","0.0178"
"1983-06-09","09 Jun 1983","0.0203"
"1983-06-10","10 Jun 1983","0.0222"
"1983-06-13","13 Jun 1983","0.0183"
"1983-06-14","14 Jun 1983","0.0216"
"1983-06-15","15 Jun 1983","0.0277"
"1983-06-16","16 Jun 1983","0.0287"
"1983-06-17","17 Jun 1983","0.0274"
"1983-06-20","20 Jun 1983","0.0256"
"1983-06-21","21 Jun 1983","0.0296"
"1983-06-22","22 Jun 1983","0.0264"
"1983-06-23","23 Jun 1983","0.0192"
"1983-06-24","24 Jun 1983","0.0241"
"1983-06-27","27 Jun 1983","0.0172"
"1983-06-28","28 Jun 1983","0.0299"
"1983-06-29","29 Jun 1983","0.0367"
"1983-06-30","30 Jun 1983","0.0421"
"1983-07-01","01 Jul 1983","0.0478"
"1983-07-04","04 Jul 1983","0.0504"
"1983-07-05","05 Jul 1983","0.0595"
"1983-07-06","06 Jul 1983","0.0694"
"1983-07-07","07 Jul 1983","0.0632"
"1983-07-08","08 Jul 1983","0.0611"
"1983-07-11","11 Jul 1983","0.0653"
"1983-07-12","12 Jul 1983","0.0707"
"1983-07-13","13 Jul 1983","0.0730"
"1983-07-14","14 Jul 1983","0.0721"
"1983-07-15","15 Jul 1983","0.0659"
"1983-07-18","18 Jul 1983","0.0626"
"1983-07-19","19 Jul 1983","0.0638"
"1983-07-20","20 Jul 1983","0.0878"
"1983-07-21","21 Jul 1983","0.0856"
"1983-07-22","22 Jul 1983","0.0825"
"1983-07-25","25 Jul 1983","0.0862"
"1983-07-26","26 Jul 1983","0.0806"
"1983-07-27","27 Jul 1983","0.0775"
"1983-07-28","28 Jul 1983","0.0732"
"1983-07-29","29 Jul 1983","0.0676"
"1983-08-01","01 Aug 1983","0.0683"
"1983-08-02","02 Aug 1983","0.0771"
"1983-08-03","03 Aug 1983","0.0723"
"1983-08-04","04 Aug 1983","0.0866"
"1983-08-05","05 Aug 1983","0.0791"
"1983-08-08","08 Aug 1983","0.0984"
"1983-08-09","09 Aug 1983","0.0965"
"1983-08-10","10 Aug 1983","0.0916"
"1983-08-11","11 Aug 1983","0.0893"
"1983-08-12","12 Aug 1983","0.0825"
"1983-08-15","15 Aug 1983","0.0774"
"1983-08-16","16 Aug 1983","0.0579"
"1983-08-17","17 Aug 1983","0.0629"
"1983-08-18","18 Aug 1983","0.0623"
"1983-08-19","19 Aug 1983","0.0613"
"1983-08-22","22 Aug 1983","0.0604"
"1983-08-23","23 Aug 1983","0.0818"
"1983-08-24","24 Aug 1983","0.1066"
"1983-08-25","25 Aug 1983","0.1141"
"1983-08-26","26 Aug 1983","0.1116"
"1983-08-29","29 Aug 1983","0.1188"
"1983-08-30","30 Aug 1983","0.1142"
"1983-08-31","31 Aug 1983","0.1019"
"1983-09-01","01 Sep 1983","0.0933"
"1983-09-02","02 Sep 1983","0.0802"
"1983-09-05","05 Sep 1983","0.0723"
"1983-09-06","06 Sep 1983","0.0673"
"1983-09-07","07 Sep 1983","0.0611"
"1983-09-08","08 Sep 1983","0.0596"
"1983-09-09","09 Sep 1983","0.0571"
"1983-09-12","12 Sep 1983","0.0554"
"1983-09-13","13 Sep 1983","0.0530"
"1983-09-14","14 Sep 1983","0.0489"
"1983-09-15","15 Sep 1983","0.0438"
"1983-09-16","16 Sep 1983","0.0378"
"1983-09-19","19 Sep 1983","0.0292"
"1983-09-20","20 Sep 1983","0.0310"
"1983-09-21","21 Sep 1983","0.0289"
"1983-09-22","22 Sep 1983","0.0259"
"1983-09-23","23 Sep 1983","0.0211"
"1983-09-26","26 Sep 1983","0.0234"
"1983-09-27","27 Sep 1983","0.0215"
"1983-09-28","28 Sep 1983","0.0250"
"1983-09-29","29 Sep 1983","0.0212"
"1983-09-30","30 Sep 1983","0.0163"
"1983-10-03","03 Oct 1983","0.0187"
"1983-10-04","04 Oct 1983","0.0147"
"1983-10-05","05 Oct 1983","0.0145"
"1983-10-06","06 Oct 1983","0.0145"
"1983-10-07","07 Oct 1983","0.0155"
"1983-10-10","10 Oct 1983","0.0171"
"1983-10-11","11 Oct 1983","0.0217"
"1983-10-12","12 Oct 1983","0.0237"
"1983-10-13","13 Oct 1983","0.0259"
"1983-10-14","14 Oct 1983","0.0235"
"1983-10-17","17 Oct 1983","0.0223"
"1983-10-18","18 Oct 1983","0.0333"
"1983-10-19","19 Oct 1983","0.0386"
"1983-10-20","20 Oct 1983","0.0382"
"1983-10-21","21 Oct 1983","0.0443"
"1983-10-24","24 Oct 1983","0.0486"
"1983-10-25","25 Oct 1983","0.0462"
"1983-10-26","26 Oct 1983","0.0421"
"1983-10-27","27 Oct 1983","0.0393"
"1983-10-28","28 Oct 1983","0.0374"
"1983-10-31","31 Oct 1983","0.0341"
"1983-11-01","01 Nov 1983","0.0307"
"1983-11-02","02 Nov 1983","0.0269"
"1983-11-03","03 Nov 1983","0.0252"
"1983-11-04","04 Nov 1983","0.0241"
"1983-11-07","07 Nov 1983","0.0246"
"1983-11-08","08 Nov 1983","0.0256"
"1983-11-09","09 Nov 1983","0.0156"
"1983-11-10","10 Nov 1983","0.0139"
"1983-11-11","11 Nov 1983","0.0101"
"1983-11-14","14 Nov 1983","0.0086"
"1983-11-15","15 Nov 1983","0.0095"
"1983-11-16","16 Nov 1983","0.0094"
"1983-11-17","17 Nov 1983","0.0096"
"1983-11-18","18 Nov 1983","0.0107"
"1983-11-21","21 Nov 1983","0.0085"
"1983-11-22","22 Nov 1983","0.0075"
"1983-11-23","23 Nov 1983","0.0091"
"1983-11-24","24 Nov 1983","0.0110"
"1983-11-25","25 Nov 1983","0.0120"
"1983-11-28","28 Nov 1983","0.0130"
"1983-11-29","29 Nov 1983","0.0116"
"1983-11-30","30 Nov 1983","0.0057"
"1983-12-01","01 Dec 1983","0.0065"
"1983-12-02","02 Dec 1983","0.0020"
"1983-12-05","05 Dec 1983","0.0043"
"1983-12-06","06 Dec 1983","0.0064"
"1983-12-07","07 Dec 1983","0.0070"
"1983-12-08","08 Dec 1983","0.0075"
"1983-12-09","09 Dec 1983","0.0108"
"1983-12-12","12 Dec 1983","0.0109"
"1983-12-13","13 Dec 1983","0.0153"
"1983-12-14","14 Dec 1983","0.0235"
"1983-12-15","15 Dec 1983","0.0315"
"1983-12-16","16 Dec 1983","0.0361"
"1983-12-19","19 Dec 1983","0.0443"
"1983-12-20","20 Dec 1983","0.0534"
"1983-12-21","21 Dec 1983","0.0568"
"1983-12-22","22 Dec 1983","0.0632"
"1983-12-23","23 Dec 1983","0.0706"
"1983-12-26","26 Dec 1983","0.0795"
"1983-12-27","27 Dec 1983","0.0788"
"1983-12-28","28 Dec 1983","0.0756"
"1983-12-29","29 Dec 1983","0.0711"
"1983-12-30","30 Dec 1983","0.0727"
"1984-01-02","02 Jan 1984","0.0769"
"1984-01-03","03 Jan 1984","0.0628"
"1984-01-04","04 Jan 1984","0.0355"
"1984-01-05","05 Jan 1984","0.0221"
"1984-01-06","06 Jan 1984","0.0257"
"1984-01-09","09 Jan 1984","0.0270"
"1984-01-10","10 Jan 1984","0.0289"
"1984-01-11","11 Jan 1984","0.0270"
"1984-01-12","12 Jan 1984","0.0258"
"1984-01-13","13 Jan 1984","0.0220"
"1984-01-16","16 Jan 1984","0.0258"
"1984-01-17","17 Jan 1984","0.0244"
"1984-01-18","18 Jan 1984","0.0231"
"1984-01-19","19 Jan 1984","0.0239"
"1984-01-20","20 Jan 1984","0.0231"
"1984-01-23","23 Jan 1984","0.0236"
"1984-01-24","24 Jan 1984","0.0256"
"1984-01-25","25 Jan 1984","0.0275"
"1984-01-26","26 Jan 1984","0.0316"
"1984-01-27","27 Jan 1984","0.0331"
"1984-01-30","30 Jan 1984","0.0308"
"1984-01-31","31 Jan 1984","0.0323"
"1984-02-01","01 Feb 1984","0.0319"
"1984-02-02","02 Feb 1984","0.0346"
"1984-02-03","03 Feb 1984","0.0292"
"1984-02-06","06 Feb 1984","0.0293"
"1984-02-07","07 Feb 1984","0.0319"
"1984-02-08","08 Feb 1984","0.0451"
"1984-02-09","09 Feb 1984","0.0546"
"1984-02-10","10 Feb 1984","0.0553"
"1984-02-13","13 Feb 1984","0.0549"
"1984-02-14","14 Feb 1984","0.0506"
"1984-02-15","15 Feb 1984","0.0580"
"1984-02-16","16 Feb 1984","0.0584"
"1984-02-17","17 Feb 1984","0.0530"
"1984-02-20","20 Feb 1984","0.0528"
"1984-02-21","21 Feb 1984","0.0521"
"1984-02-22","22 Feb 1984","0.0532"
"1984-02-23","23 Feb 1984","0.0501"
"1984-02-24","24 Feb 1984","0.0478"
"1984-02-27","27 Feb 1984","0.0540"
"1984-02-28","28 Feb 1984","0.0751"
"1984-02-29","29 Feb 1984","0.0797"
"1984-03-01","01 Mar 1984","0.0704"
"1984-03-02","02 Mar 1984","0.0621"
"1984-03-05","05 Mar 1984","0.0861"
"1984-03-06","06 Mar 1984","0.1024"
"1984-03-07","07 Mar 1984","0.1174"
"1984-03-08","08 Mar 1984","0.1297"
"1984-03-09","09 Mar 1984","0.1379"
"1984-03-12","12 Mar 1984","0.1451"
"1984-03-13","13 Mar 1984","0.1491"
"1984-03-14","14 Mar 1984","0.1432"
"1984-03-15","15 Mar 1984","0.1435"
"1984-03-16","16 Mar 1984","0.1421"
"1984-03-19","19 Mar 1984","0.1468"
"1984-03-20","20 Mar 1984","0.1404"
"1984-03-21","21 Mar 1984","0.1331"
"1984-03-22","22 Mar 1984","0.1354"
"1984-03-23","23 Mar 1984","0.1301"
"1984-03-26","26 Mar 1984","0.1266"
"1984-03-27","27 Mar 1984","0.1301"
"1984-03-28","28 Mar 1984","0.1197"
"1984-03-29","29 Mar 1984","0.1115"
"1984-03-30","30 Mar 1984","0.1025"
"1984-04-02","02 Apr 1984","0.1080"
"1984-04-03","03 Apr 1984","0.1038"
"1984-04-04","04 Apr 1984","0.0961"
"1984-04-05","05 Apr 1984","0.0963"
"1984-04-06","06 Apr 1984","0.0778"
"1984-04-09","09 Apr 1984","0.0751"
"1984-04-10","10 Apr 1984","0.0743"
"1984-04-11","11 Apr 1984","0.0648"
"1984-04-12","12 Apr 1984","0.0580"
"1984-04-13","13 Apr 1984","0.0623"
"1984-04-16","16 Apr 1984","0.0731"
"1984-04-17","17 Apr 1984","0.0735"
"1984-04-18","18 Apr 1984","0.0820"
"1984-04-19","19 Apr 1984","0.0929"
"1984-04-20","20 Apr 1984","0.0928"
"1984-04-23","23 Apr 1984","0.0925"
"1984-04-24","24 Apr 1984","0.0811"
"1984-04-25","25 Apr 1984","0.0827"
"1984-04-26","26 Apr 1984","0.0789"
"1984-04-27","27 Apr 1984","0.0738"
"1984-04-30","30 Apr 1984","0.0783"
"1984-05-01","01 May 1984","0.0653"
"1984-05-02","02 May 1984","0.0686"
"1984-05-03","03 May 1984","0.0724"
"1984-05-04","04 May 1984","0.0613"
"1984-05-07","07 May 1984","0.0659"
"1984-05-08","08 May 1984","0.0865"
"1984-05-09","09 May 1984","0.1113"
"1984-05-10","10 May 1984","0.1420"
"1984-05-11","11 May 1984","0.1606"
"1984-05-14","14 May 1984","0.1718"
"1984-05-15","15 May 1984","0.1703"
"1984-05-16","16 May 1984","0.1819"
"1984-05-17","17 May 1984","0.1665"
"1984-05-18","18 May 1984","0.1637"
"1984-05-21","21 May 1984","0.1654"
"1984-05-22","22 May 1984","0.1564"
"1984-05-23","23 May 1984","0.1642"
"1984-05-24","24 May 1984","0.1844"
"1984-05-25","25 May 1984","0.1963"
"1984-05-28","28 May 1984","0.2007"
"1984-05-29","29 May 1984","0.2071"
"1984-05-30","30 May 1984","0.2143"
"1984-05-31","31 May 1984","0.2210"
"1984-06-01","01 Jun 1984","0.2092"
"1984-06-04","04 Jun 1984","0.2013"
"1984-06-05","05 Jun 1984","0.2061"
"1984-06-06","06 Jun 1984","0.2239"
"1984-06-07","07 Jun 1984","0.2344"
"1984-06-08","08 Jun 1984","0.2340"
"1984-06-11","11 Jun 1984","0.2376"
"1984-06-12","12 Jun 1984","0.2347"
"1984-06-13","13 Jun 1984","0.2303"
"1984-06-14","14 Jun 1984","0.2188"
"1984-06-15","15 Jun 1984","0.2060"
"1984-06-18","18 Jun 1984","0.2204"
"1984-06-19","19 Jun 1984","0.2310"
"1984-06-20","20 Jun 1984","0.2573"
"1984-06-21","21 Jun 1984","0.2702"
"1984-06-22","22 Jun 1984","0.2532"
"1984-06-25","25 Jun 1984","0.2388"
"1984-06-26","26 Jun 1984","0.2428"
"1984-06-27","27 Jun 1984","0.2307"
"1984-06-28","28 Jun 1984","0.2276"
"1984-06-29","29 Jun 1984","0.2096"
"1984-07-02","02 Jul 1984","0.1954"
"1984-07-03","03 Jul 1984","0.1984"
"1984-07-04","04 Jul 1984","0.1974"
"1984-07-05","05 Jul 1984","0.1864"
"1984-07-06","06 Jul 1984","0.1887"
"1984-07-09","09 Jul 1984","0.1957"
"1984-07-10","10 Jul 1984","0.1990"
"1984-07-11","11 Jul 1984","0.1917"
"1984-07-12","12 Jul 1984","0.2028"
"1984-07-13","13 Jul 1984","0.2159"
"1984-07-16","16 Jul 1984","0.2166"
"1984-07-17","17 Jul 1984","0.2110"
"1984-07-18","18 Jul 1984","0.1992"
"1984-07-19","19 Jul 1984","0.1863"
"1984-07-20","20 Jul 1984","0.1777"
"1984-07-23","23 Jul 1984","0.1742"
"1984-07-24","24 Jul 1984","0.1733"
"1984-07-25","25 Jul 1984","0.1946"
"1984-07-26","26 Jul 1984","0.1788"
"1984-07-27","27 Jul 1984","0.1860"
"1984-07-30","30 Jul 1984","0.2018"
"1984-07-31","31 Jul 1984","0.2182"
"1984-08-01","01 Aug 1984","0.2285"
"1984-08-02","02 Aug 1984","0.2647"
"1984-08-03","03 Aug 1984","0.2777"
"1984-08-06","06 Aug 1984","0.2986"
"1984-08-07","07 Aug 1984","0.3418"
"1984-08-08","08 Aug 1984","0.3505"
"1984-08-09","09 Aug 1984","0.3547"
"1984-08-10","10 Aug 1984","0.3255"
"1984-08-13","13 Aug 1984","0.3219"
"1984-08-14","14 Aug 1984","0.3319"
"1984-08-15","15 Aug 1984","0.3218"
"1984-08-16","16 Aug 1984","0.3003"
"1984-08-17","17 Aug 1984","0.2637"
"1984-08-20","20 Aug 1984","0.2301"
"1984-08-21","21 Aug 1984","0.2131"
"1984-08-22","22 Aug 1984","0.1885"
"1984-08-23","23 Aug 1984","0.1696"
"1984-08-24","24 Aug 1984","0.1451"
"1984-08-27","27 Aug 1984","0.1234"
"1984-08-28","28 Aug 1984","0.1105"
"1984-08-29","29 Aug 1984","0.0950"
"1984-08-30","30 Aug 1984","0.0877"
"1984-08-31","31 Aug 1984","0.0778"
"1984-09-03","03 Sep 1984","0.0688"
"1984-09-04","04 Sep 1984","0.0660"
